id,warehouse,mode,status,order_id
7870,B,Ship,Pending,12288
7871,C,Ship,In Transit,11909
7872,F,Ship,Pending,267
7873,D,Ship,Returned,17919
7874,F,Ship,Returned,15069
7875,A,Ship,Delivered,11073
7876,B,Ship,Returned,7416
7877,C,Ship,In Transit,12513
7878,F,Ship,Pending,4049
7879,D,Ship,In Transit,12382
7880,F,Ship,Delivered,9802
7881,A,Ship,Delivered,941
7882,B,Ship,Pending,5117
7883,C,Ship,Delivered,5480
7884,F,Ship,Pending,9057
7885,D,Ship,In Transit,1291
7886,F,Ship,Pending,17810
7887,A,Ship,Pending,13213
7888,B,Ship,Delivered,15663
7889,C,Ship,Pending,8266
7890,F,Ship,Pending,15966
7891,D,Ship,Delivered,10485
7892,F,Ship,Pending,5889
7893,A,Ship,In Transit,149
7894,B,Ship,Pending,7066
7895,C,Ship,In Transit,8211
7896,F,Ship,Returned,9011
7897,D,Ship,Returned,14948
7898,F,Ship,In Transit,9625
7899,A,Ship,In Transit,693
7900,B,Ship,Returned,11149
7901,C,Ship,In Transit,6341
7902,F,Ship,Returned,8710
7903,D,Ship,Returned,12555
7904,F,Ship,Returned,18620
7905,A,Ship,In Transit,8986
7906,B,Ship,In Transit,14755
7907,C,Ship,Returned,9522
7908,F,Ship,Returned,13625
7909,D,Ship,Pending,18313
7910,F,Ship,Returned,1
7911,A,Ship,Pending,9333
7912,B,Ship,Delivered,4679
7913,C,Ship,In Transit,16488
7914,F,Ship,In Transit,16598
7915,D,Ship,In Transit,17491
7916,F,Ship,Delivered,13313
7917,A,Ship,Pending,7801
7918,B,Ship,Delivered,6875
7919,C,Ship,Returned,11905
7920,F,Road,Delivered,3768
7921,D,Road,In Transit,9369
7922,F,Road,Delivered,4162
7923,A,Road,Delivered,10203
7924,B,Road,Pending,7776
7925,C,Road,Pending,15785
7926,F,Road,Delivered,1336
7927,D,Road,Delivered,18426
7928,F,Road,Pending,2375
7929,A,Road,Delivered,16889
7930,B,Road,In Transit,16315
7931,C,Road,In Transit,8945
7932,F,Road,Delivered,13259
7933,D,Road,Returned,5540
7934,F,Road,Delivered,5493
7935,A,Road,Returned,15505
7936,B,Road,Pending,3740
7937,C,Road,Returned,10311
7938,F,Road,In Transit,19751
7939,D,Road,Delivered,1653
7940,F,Road,Pending,11332
7941,A,Road,In Transit,18125
7942,B,Flight,Delivered,16741
7943,C,Flight,Delivered,4528
7944,F,Flight,In Transit,14906
7945,D,Flight,Returned,2805
7946,F,Flight,Delivered,2245
7947,A,Flight,In Transit,19541
7948,B,Flight,Returned,9639
7949,C,Flight,Delivered,19246
7950,F,Flight,Returned,19478
7951,D,Flight,In Transit,4054
7952,F,Flight,Pending,18864
7953,A,Flight,In Transit,2176
7954,B,Flight,In Transit,8291
7955,C,Flight,Returned,13578
7956,F,Flight,Returned,8221
7957,D,Flight,Returned,12622
7958,F,Flight,In Transit,9330
7959,A,Flight,Returned,10914
7960,B,Flight,In Transit,3446
7961,C,Flight,In Transit,2904
7962,F,Flight,Returned,362
7963,D,Flight,Returned,13288
7964,F,Ship,In Transit,9252
7965,A,Ship,In Transit,9541
7966,B,Ship,In Transit,5365
7967,C,Ship,In Transit,9582
7968,F,Ship,Returned,6439
7969,D,Ship,In Transit,7175
7970,F,Ship,Delivered,15834
7971,A,Ship,Delivered,11121
7972,B,Ship,In Transit,4021
7973,C,Ship,Pending,1994
7974,F,Ship,Pending,7270
7975,D,Ship,In Transit,7308
7976,F,Ship,Returned,1983
7977,A,Ship,In Transit,4152
7978,B,Ship,In Transit,11388
7979,C,Ship,Returned,4773
7980,F,Ship,In Transit,17434
7981,D,Ship,In Transit,882
7982,F,Ship,In Transit,8068
7983,A,Ship,Delivered,7998
7984,B,Ship,Delivered,11002
7985,C,Ship,Returned,17260
7986,F,Ship,In Transit,9627
7987,D,Ship,In Transit,14848
7988,F,Ship,Pending,172
7989,A,Ship,In Transit,14200
7990,B,Ship,Pending,10205
7991,C,Ship,Delivered,11224
7992,F,Ship,Delivered,15406
7993,D,Ship,Delivered,16220
7994,F,Ship,Pending,14665
7995,A,Ship,Delivered,16291
7996,B,Ship,Delivered,8524
7997,C,Ship,Pending,15848
7998,F,Ship,Returned,19991
7999,D,Ship,In Transit,19815
8000,F,Ship,Returned,2333
8001,A,Ship,Pending,16653
8002,B,Ship,In Transit,3147
8003,C,Ship,Pending,12427
8004,F,Ship,Returned,17551
8005,D,Ship,Returned,2430
8006,F,Ship,Returned,12738
8007,A,Ship,In Transit,4271
8008,B,Ship,Returned,15102
8009,C,Ship,Pending,6929
8010,F,Ship,Returned,14242
8011,D,Ship,In Transit,12048
8012,F,Ship,Returned,1163
8013,A,Ship,Returned,2367
8014,B,Ship,In Transit,6997
8015,C,Ship,Delivered,3282
8016,F,Ship,Delivered,5024
8017,D,Ship,Returned,11045
8018,F,Ship,Pending,5222
8019,A,Ship,Pending,11822
8020,B,Ship,Returned,1342
8021,C,Ship,Returned,19207
8022,F,Ship,Pending,17394
8023,D,Ship,Pending,18516
8024,F,Ship,Pending,4354
8025,A,Ship,In Transit,5819
8026,B,Ship,Delivered,18645
8027,C,Ship,Pending,1592
8028,F,Ship,Returned,19308
8029,D,Ship,Returned,19878
8030,F,Ship,In Transit,14774
8031,A,Ship,Delivered,11052
8032,B,Ship,Returned,16128
8033,C,Ship,In Transit,9727
8034,F,Ship,Delivered,3466
8035,D,Ship,Delivered,6421
8036,F,Ship,In Transit,4569
8037,A,Ship,Returned,18433
8038,B,Ship,Delivered,16362
8039,C,Ship,Delivered,13170
8040,F,Ship,In Transit,18800
8041,D,Ship,Returned,17646
8042,F,Ship,Returned,8173
8043,A,Ship,Pending,14889
8044,B,Ship,Returned,16676
8045,C,Ship,Delivered,17131
8046,F,Ship,Returned,11347
8047,D,Ship,In Transit,161
8048,F,Ship,Returned,937
8049,A,Ship,Pending,8008
8050,B,Ship,Pending,16428
8051,C,Ship,Returned,6010
8052,F,Ship,In Transit,6266
8053,D,Ship,Delivered,13322
8054,F,Ship,Delivered,9306
8055,A,Ship,In Transit,17936
8056,B,Ship,Returned,14221
8057,C,Road,Returned,6176
8058,F,Road,Returned,18351
8059,D,Road,Returned,15013
8060,F,Road,Delivered,1266
8061,A,Road,Returned,6092
8062,B,Road,Pending,137
8063,C,Road,Returned,7762
8064,F,Road,Returned,1060
8065,D,Road,Delivered,11103
8066,F,Road,Delivered,105
8067,A,Road,Returned,9015
8068,B,Road,Delivered,17682
8069,C,Road,In Transit,3544
8070,F,Road,In Transit,16381
8071,D,Road,Returned,15010
8072,F,Road,Pending,4062
8073,A,Road,Returned,1562
8074,B,Road,Pending,10898
8075,C,Road,In Transit,15157
8076,F,Road,Pending,17121
8077,D,Road,Returned,14507
8078,F,Road,In Transit,6322
8079,A,Flight,In Transit,17994
8080,B,Flight,Returned,4292
8081,C,Flight,In Transit,5754
8082,F,Flight,In Transit,14017
8083,D,Flight,Returned,3787
8084,F,Flight,In Transit,13335
8085,A,Flight,Delivered,1275
8086,B,Flight,In Transit,16462
8087,C,Flight,Delivered,8654
8088,F,Flight,In Transit,4828
8089,D,Flight,Pending,1570
8090,F,Flight,Delivered,19507
8091,A,Flight,Delivered,1756
8092,B,Flight,Delivered,7244
8093,C,Flight,Delivered,2013
8094,F,Flight,In Transit,10114
8095,D,Flight,In Transit,13225
8096,F,Flight,In Transit,13654
8097,A,Flight,In Transit,5307
8098,B,Flight,Delivered,8386
8099,C,Flight,In Transit,13578
8100,F,Flight,In Transit,12606
8101,D,Ship,Delivered,9301
8102,F,Ship,Delivered,16695
8103,A,Ship,Pending,16094
8104,B,Ship,Returned,1571
8105,C,Ship,Pending,9373
8106,F,Ship,Delivered,13418
8107,D,Ship,Returned,10252
8108,F,Ship,Delivered,8592
8109,A,Ship,Returned,240
8110,B,Ship,Delivered,10738
8111,C,Ship,In Transit,17870
8112,F,Ship,In Transit,15641
8113,D,Ship,In Transit,2561
8114,F,Ship,In Transit,19156
8115,A,Ship,Returned,15401
8116,B,Ship,Delivered,10543
8117,C,Ship,Returned,19431
8118,F,Ship,Pending,7881
8119,D,Ship,In Transit,12206
8120,F,Ship,Pending,783
8121,A,Ship,In Transit,12112
8122,B,Ship,In Transit,1303
8123,C,Ship,Pending,12715
8124,F,Ship,Delivered,9233
8125,D,Ship,In Transit,14858
8126,F,Ship,In Transit,14329
8127,A,Ship,Delivered,11434
8128,B,Ship,Pending,14172
8129,C,Ship,In Transit,16911
8130,F,Ship,Returned,5147
8131,D,Ship,Delivered,18202
8132,F,Ship,Pending,2702
8133,A,Ship,Delivered,7360
8134,B,Ship,Returned,2983
8135,C,Ship,Delivered,6259
8136,F,Ship,Returned,965
8137,D,Ship,Returned,19062
8138,F,Ship,Returned,13889
8139,A,Ship,Returned,9164
8140,B,Ship,Delivered,3134
8141,C,Ship,Returned,17350
8142,F,Ship,Returned,17905
8143,D,Ship,Pending,10461
8144,F,Ship,Returned,11132
8145,A,Ship,Pending,16383
8146,B,Ship,Delivered,11206
8147,C,Ship,Pending,7010
8148,F,Ship,Pending,8192
8149,D,Ship,Returned,18008
8150,F,Ship,Pending,7283
8151,A,Ship,Pending,10085
8152,B,Ship,Pending,13538
8153,C,Ship,Returned,17114
8154,F,Ship,In Transit,12664
8155,D,Ship,In Transit,14631
8156,F,Ship,Pending,2942
8157,A,Ship,Returned,2746
8158,B,Ship,In Transit,16093
8159,C,Ship,Delivered,10076
8160,F,Ship,Delivered,19756
8161,D,Ship,Returned,10357
8162,F,Ship,Delivered,8951
8163,A,Ship,Delivered,15832
8164,B,Ship,In Transit,9359
8165,C,Ship,Delivered,3530
8166,F,Ship,Pending,738
8167,D,Ship,Delivered,12268
8168,F,Ship,Pending,10544
8169,A,Ship,Returned,6727
8170,B,Ship,Pending,14761
8171,C,Ship,In Transit,12064
8172,F,Ship,In Transit,4698
8173,D,Ship,Returned,14242
8174,F,Ship,Delivered,1097
8175,A,Ship,Returned,10316
8176,B,Ship,Returned,9084
8177,C,Ship,In Transit,13462
8178,F,Ship,In Transit,14091
8179,D,Ship,Delivered,11682
8180,F,Ship,In Transit,16914
8181,A,Ship,In Transit,11231
8182,B,Ship,Pending,12190
8183,C,Ship,Pending,2192
8184,F,Ship,Returned,2399
8185,D,Ship,Delivered,9398
8186,F,Ship,In Transit,15456
8187,A,Ship,Returned,19063
8188,B,Ship,In Transit,9981
8189,C,Ship,Returned,1933
8190,F,Ship,Delivered,8774
8191,D,Ship,Pending,17696
8192,F,Ship,Returned,1547
8193,A,Ship,In Transit,1962
8194,B,Road,In Transit,14513
8195,C,Road,Delivered,18145
8196,F,Road,Delivered,3853
8197,D,Road,In Transit,6311
8198,F,Road,Pending,17809
8199,A,Road,In Transit,2950
8200,B,Road,Delivered,2219
8201,C,Road,Delivered,19856
8202,F,Road,In Transit,106
8203,D,Road,Returned,10955
8204,F,Road,Returned,9102
8205,A,Road,Delivered,5710
8206,B,Road,In Transit,2014
8207,C,Road,In Transit,14477
8208,F,Road,Returned,13908
8209,D,Road,In Transit,1024
8210,F,Road,Delivered,12364
8211,A,Road,In Transit,14381
8212,B,Road,Returned,1464
8213,C,Road,Returned,27
8214,F,Road,Delivered,17629
8215,D,Road,Delivered,221
8216,F,Flight,In Transit,17469
8217,A,Flight,In Transit,15444
8218,B,Flight,Delivered,8644
8219,C,Flight,Returned,13546
8220,F,Flight,In Transit,10712
8221,D,Flight,In Transit,13704
8222,F,Flight,In Transit,17595
8223,A,Flight,Pending,12473
8224,B,Flight,In Transit,18508
8225,C,Flight,Pending,5435
8226,F,Flight,In Transit,10909
8227,D,Flight,Delivered,2037
8228,F,Flight,Returned,1047
8229,A,Flight,In Transit,6891
8230,B,Flight,In Transit,18448
8231,C,Flight,In Transit,2301
8232,F,Flight,Pending,1720
8233,D,Flight,Returned,12735
8234,F,Flight,In Transit,1614
8235,A,Flight,Returned,4187
8236,B,Flight,In Transit,9528
8237,C,Flight,Pending,19711
8238,F,Ship,In Transit,15458
8239,D,Ship,Delivered,5249
8240,F,Ship,Delivered,18950
8241,A,Ship,Delivered,5818
8242,B,Ship,Pending,1486
8243,C,Ship,Pending,14055
8244,F,Ship,In Transit,2650
8245,D,Ship,Pending,12435
8246,F,Ship,Pending,10822
8247,A,Ship,Delivered,18195
8248,B,Ship,In Transit,18874
8249,C,Ship,Pending,8615
8250,F,Ship,In Transit,11320
8251,D,Ship,In Transit,2008
8252,F,Ship,In Transit,5645
8253,A,Ship,Pending,10177
8254,B,Ship,In Transit,158
8255,C,Ship,In Transit,11713
8256,F,Ship,Pending,9966
8257,D,Ship,Delivered,5559
8258,F,Ship,In Transit,7412
8259,A,Ship,Returned,2209
8260,B,Ship,Pending,1474
8261,C,Ship,Returned,944
8262,F,Ship,Pending,12445
8263,D,Ship,Pending,4037
8264,F,Ship,Returned,11514
8265,A,Ship,Pending,657
8266,B,Ship,Returned,1839
8267,C,Ship,Pending,15555
8268,F,Ship,Pending,9386
8269,D,Ship,Returned,14336
8270,F,Ship,In Transit,12565
8271,A,Ship,Pending,16850
8272,B,Ship,In Transit,7369
8273,C,Ship,Returned,10405
8274,F,Ship,In Transit,7983
8275,D,Ship,Returned,17426
8276,F,Ship,Delivered,4898
8277,A,Ship,Delivered,18983
8278,B,Ship,In Transit,15780
8279,C,Ship,Delivered,1471
8280,F,Ship,Pending,2072
8281,D,Ship,Returned,16314
8282,F,Ship,Delivered,11616
8283,A,Ship,Returned,2080
8284,B,Ship,Pending,17628
8285,C,Ship,In Transit,7413
8286,F,Ship,In Transit,2343
8287,D,Ship,Pending,18444
8288,F,Ship,In Transit,11096
8289,A,Ship,Delivered,13493
8290,B,Ship,In Transit,7313
8291,C,Ship,Pending,6376
8292,F,Ship,Returned,15656
8293,D,Ship,Delivered,8915
8294,F,Ship,Delivered,2197
8295,A,Ship,In Transit,13683
8296,B,Ship,Returned,1750
8297,C,Ship,Returned,3957
8298,F,Ship,Delivered,13005
8299,D,Ship,Delivered,13205
8300,F,Ship,Pending,9386
8301,A,Ship,Returned,17508
8302,B,Ship,Pending,10040
8303,C,Ship,Returned,9387
8304,F,Ship,In Transit,7874
8305,D,Ship,Pending,7095
8306,F,Ship,Pending,11494
8307,A,Ship,In Transit,18368
8308,B,Ship,Delivered,16443
8309,C,Ship,In Transit,10083
8310,F,Ship,Returned,8310
8311,D,Ship,In Transit,8467
8312,F,Ship,Delivered,1618
8313,A,Ship,Returned,15415
8314,B,Ship,Pending,299
8315,C,Ship,Returned,51
8316,F,Ship,In Transit,2841
8317,D,Ship,Pending,10486
8318,F,Ship,Delivered,3978
8319,A,Ship,Pending,18308
8320,B,Ship,Pending,14977
8321,C,Ship,Returned,18802
8322,F,Ship,In Transit,14059
8323,D,Ship,In Transit,2285
8324,F,Ship,In Transit,16057
8325,A,Ship,Delivered,7965
8326,B,Ship,Delivered,18287
8327,C,Ship,In Transit,16519
8328,F,Ship,Delivered,6431
8329,D,Ship,In Transit,13129
8330,F,Ship,Delivered,16972
8331,A,Road,In Transit,18465
8332,B,Road,Delivered,8633
8333,C,Road,Pending,6452
8334,F,Road,In Transit,6009
8335,D,Road,Delivered,19064
8336,F,Road,Delivered,1882
8337,A,Road,In Transit,19789
8338,B,Road,Returned,10710
8339,C,Road,Returned,4842
8340,F,Road,Delivered,575
8341,D,Road,In Transit,1360
8342,F,Road,Returned,647
8343,A,Road,Pending,6704
8344,B,Road,Delivered,13949
8345,C,Road,Returned,16531
8346,F,Road,Returned,4062
8347,D,Road,In Transit,1041
8348,F,Road,In Transit,924
8349,A,Road,Pending,16921
8350,B,Road,In Transit,12455
8351,C,Road,Delivered,1163
8352,F,Road,Pending,17792
8353,D,Flight,Returned,10385
8354,F,Flight,Pending,5699
8355,A,Flight,Delivered,3654
8356,B,Flight,In Transit,10593
8357,C,Flight,Pending,9765
8358,F,Flight,Returned,11780
8359,D,Flight,In Transit,3887
8360,F,Flight,In Transit,14122
8361,A,Flight,Delivered,7085
8362,B,Flight,Pending,8422
8363,C,Flight,In Transit,16297
8364,F,Flight,In Transit,14835
8365,D,Flight,In Transit,12628
8366,F,Flight,In Transit,11806
8367,A,Flight,Pending,12024
8368,B,Flight,Pending,15727
8369,C,Flight,In Transit,19523
8370,F,Flight,Delivered,19850
8371,D,Flight,Delivered,10426
8372,F,Flight,Pending,12676
8373,A,Flight,In Transit,12185
8374,B,Flight,Returned,16745
8375,C,Ship,Returned,2673
8376,F,Ship,Pending,12591
8377,D,Ship,In Transit,11796
8378,F,Ship,Delivered,7034
8379,A,Ship,Pending,5254
8380,B,Ship,Pending,10102
8381,C,Ship,Returned,14595
8382,F,Ship,In Transit,2486
8383,D,Ship,Returned,12725
8384,F,Ship,Delivered,350
8385,A,Ship,Pending,16477
8386,B,Ship,Delivered,9300
8387,C,Ship,In Transit,6541
8388,F,Ship,Pending,1682
8389,D,Ship,In Transit,4425
8390,F,Ship,In Transit,3931
8391,A,Ship,Returned,16403
8392,B,Ship,Pending,11723
8393,C,Ship,Pending,10983
8394,F,Ship,Delivered,2969
8395,D,Ship,Returned,18976
8396,F,Ship,In Transit,4725
8397,A,Ship,Delivered,17484
8398,B,Ship,Returned,11713
8399,C,Ship,Pending,12822
8400,F,Ship,In Transit,1851
8401,D,Ship,In Transit,19732
8402,F,Ship,Returned,2360
8403,A,Ship,Delivered,3529
8404,B,Ship,Delivered,1926
8405,C,Ship,In Transit,13008
8406,F,Ship,Delivered,9861
8407,D,Ship,Pending,3261
8408,F,Ship,In Transit,17595
8409,A,Ship,Pending,11657
8410,B,Ship,Delivered,16758
8411,C,Ship,Delivered,19669
8412,F,Ship,Delivered,10350
8413,D,Ship,In Transit,18362
8414,F,Ship,In Transit,3646
8415,A,Ship,In Transit,19095
8416,B,Ship,Delivered,17976
8417,C,Ship,Pending,12600
8418,F,Ship,Pending,14293
8419,D,Ship,Returned,3730
8420,F,Ship,Delivered,18990
8421,A,Ship,Pending,8703
8422,B,Ship,Returned,7700
8423,C,Ship,Pending,18499
8424,F,Ship,Pending,8034
8425,D,Ship,Returned,16793
8426,F,Ship,Returned,2882
8427,A,Ship,In Transit,15210
8428,B,Ship,Pending,14950
8429,C,Ship,In Transit,6877
8430,F,Ship,Pending,12007
8431,D,Ship,In Transit,16787
8432,F,Ship,In Transit,871
8433,A,Ship,In Transit,15381
8434,B,Ship,Delivered,15252
8435,C,Ship,Pending,12066
8436,F,Ship,Returned,16413
8437,D,Ship,In Transit,10000
8438,F,Ship,In Transit,529
8439,A,Ship,In Transit,18181
8440,B,Ship,Pending,8611
8441,C,Ship,In Transit,17989
8442,F,Ship,Returned,8750
8443,D,Ship,Pending,9853
8444,F,Ship,Pending,14809
8445,A,Ship,Delivered,19596
8446,B,Ship,Delivered,7177
8447,C,Ship,Delivered,10092
8448,F,Ship,Returned,16668
8449,D,Ship,Pending,10283
8450,F,Ship,Returned,18764
8451,A,Ship,Pending,16087
8452,B,Ship,Delivered,479
8453,C,Ship,Delivered,7402
8454,F,Ship,In Transit,1753
8455,D,Ship,Pending,14565
8456,F,Ship,In Transit,13028
8457,A,Ship,In Transit,13389
8458,B,Ship,Pending,12589
8459,C,Ship,Delivered,4127
8460,F,Ship,Returned,2302
8461,D,Ship,Pending,15046
8462,F,Ship,Returned,10070
8463,A,Ship,In Transit,17827
8464,B,Ship,Pending,16413
8465,C,Ship,In Transit,12488
8466,F,Ship,Pending,14042
8467,D,Ship,Delivered,19096
8468,F,Road,Delivered,2175
8469,A,Road,In Transit,19575
8470,B,Road,Delivered,81
8471,C,Road,Delivered,11870
8472,F,Road,In Transit,17492
8473,D,Road,Pending,15153
8474,F,Road,Delivered,14658
8475,A,Road,Delivered,8928
8476,B,Road,In Transit,2236
8477,C,Road,In Transit,1851
8478,F,Road,In Transit,3837
8479,D,Road,Returned,8975
8480,F,Road,Delivered,16125
8481,A,Road,Returned,17238
8482,B,Road,In Transit,6130
8483,C,Road,Delivered,8424
8484,F,Road,In Transit,17950
8485,D,Road,In Transit,19851
8486,F,Road,In Transit,10775
8487,A,Road,Returned,16236
8488,B,Road,Pending,18133
8489,C,Road,Returned,11931
8490,F,Flight,Delivered,8891
8491,D,Flight,Returned,17525
8492,F,Flight,Delivered,11499
8493,A,Flight,Returned,7944
8494,B,Flight,Returned,9966
8495,C,Flight,In Transit,14199
8496,F,Flight,Pending,18598
8497,D,Flight,Returned,5055
8498,F,Flight,Pending,19545
8499,A,Flight,Delivered,770
8500,B,Flight,Returned,4365
8501,C,Flight,Pending,15339
8502,F,Flight,Pending,7200
8503,D,Flight,Returned,5750
8504,F,Flight,Returned,17655
8505,A,Flight,Delivered,8713
8506,B,Flight,Pending,4431
8507,C,Flight,In Transit,7949
8508,F,Flight,Returned,5498
8509,D,Flight,Delivered,3092
8510,F,Flight,Delivered,6494
8511,A,Flight,In Transit,17000
8512,B,Ship,Returned,14286
8513,C,Ship,Pending,8612
8514,F,Ship,Pending,13906
8515,D,Ship,Returned,10893
8516,F,Ship,Delivered,14752
8517,A,Ship,Delivered,18168
8518,B,Ship,Pending,2351
8519,C,Ship,Returned,14717
8520,F,Ship,Pending,1285
8521,D,Ship,Returned,13519
8522,F,Ship,Delivered,11073
8523,A,Ship,Pending,17844
8524,B,Ship,Pending,5689
8525,C,Ship,Returned,18512
8526,F,Ship,Pending,10733
8527,D,Ship,Returned,5566
8528,F,Ship,Delivered,18348
8529,A,Ship,In Transit,14190
8530,B,Ship,In Transit,1634
8531,C,Ship,Pending,6525
8532,F,Ship,Pending,12917
8533,D,Ship,Delivered,13693
8534,F,Ship,Delivered,13654
8535,A,Ship,Returned,16533
8536,B,Ship,In Transit,14370
8537,C,Ship,In Transit,9223
8538,F,Ship,Pending,7218
8539,D,Ship,Delivered,5054
8540,F,Ship,Delivered,3635
8541,A,Ship,Delivered,10590
8542,B,Ship,In Transit,943
8543,C,Ship,Pending,8727
8544,F,Ship,Delivered,1667
8545,D,Ship,Returned,9412
8546,F,Ship,Returned,10765
8547,A,Ship,Pending,8414
8548,B,Ship,Pending,15913
8549,C,Ship,Returned,5105
8550,F,Ship,Returned,17012
8551,D,Ship,Delivered,10091
8552,F,Ship,Pending,18778
8553,A,Ship,Returned,8877
8554,B,Ship,Pending,9934
8555,C,Ship,Returned,8402
8556,F,Ship,Delivered,16079
8557,D,Ship,Delivered,12403
8558,F,Ship,Returned,11775
8559,A,Ship,Pending,17348
8560,B,Ship,Delivered,12922
8561,C,Ship,Delivered,17678
8562,F,Ship,Returned,17880
8563,D,Ship,Returned,12402
8564,F,Ship,Delivered,12522
8565,A,Ship,Delivered,717
8566,B,Ship,Returned,18274
8567,C,Ship,Delivered,11232
8568,F,Ship,Delivered,7318
8569,D,Ship,Returned,7157
8570,F,Ship,Returned,18858
8571,A,Ship,Delivered,4518
8572,B,Ship,Pending,19777
8573,C,Ship,Returned,12560
8574,F,Ship,Returned,672
8575,D,Ship,Pending,6041
8576,F,Ship,Pending,17296
8577,A,Ship,Returned,3142
8578,B,Ship,Pending,17451
8579,C,Ship,Delivered,6635
8580,F,Ship,In Transit,1816
8581,D,Ship,Pending,3888
8582,F,Ship,Returned,12967
8583,A,Ship,Returned,7159
8584,B,Ship,Returned,8395
8585,C,Ship,Delivered,11681
8586,F,Ship,Delivered,3482
8587,D,Ship,In Transit,9404
8588,F,Ship,Returned,19287
8589,A,Ship,Returned,8039
8590,B,Ship,Returned,16862
8591,C,Ship,In Transit,19257
8592,F,Ship,Pending,18535
8593,D,Ship,In Transit,9049
8594,F,Ship,In Transit,2292
8595,A,Ship,Pending,16437
8596,B,Ship,In Transit,10629
8597,C,Ship,In Transit,16197
8598,F,Ship,Delivered,12808
8599,D,Ship,In Transit,1456
8600,F,Ship,In Transit,4981
8601,A,Ship,In Transit,17324
8602,B,Ship,Delivered,1578
8603,C,Ship,In Transit,7662
8604,F,Ship,Returned,12032
8605,D,Road,Pending,2821
8606,F,Road,In Transit,15978
8607,A,Road,Pending,14522
8608,B,Road,Delivered,3706
8609,C,Road,Returned,9789
8610,F,Road,Delivered,7411
8611,D,Road,Pending,136
8612,F,Road,Pending,5909
8613,A,Road,Pending,14646
8614,B,Road,Returned,17783
8615,C,Road,Pending,14936
8616,F,Road,Delivered,8569
8617,D,Road,In Transit,8982
8618,F,Road,Returned,8245
8619,A,Road,In Transit,11568
8620,B,Road,Pending,15725
8621,C,Road,In Transit,4662
8622,F,Road,Returned,5774
8623,D,Road,Delivered,12698
8624,F,Road,Returned,16281
8625,A,Road,Delivered,7032
8626,B,Road,Delivered,19461
8627,C,Flight,Returned,18014
8628,F,Flight,Delivered,3748
8629,D,Flight,Delivered,6868
8630,F,Flight,Returned,8798
8631,A,Flight,Delivered,6506
8632,B,Flight,Delivered,12213
8633,C,Flight,Returned,9096
8634,F,Flight,In Transit,196
8635,D,Flight,In Transit,18205
8636,F,Flight,Returned,19563
8637,A,Flight,In Transit,19481
8638,B,Flight,In Transit,16784
8639,C,Flight,Pending,1074
8640,F,Flight,Delivered,11286
8641,D,Flight,Delivered,4736
8642,F,Flight,Returned,11381
8643,A,Flight,Returned,17942
8644,B,Flight,In Transit,18023
8645,C,Flight,In Transit,14979
8646,F,Flight,Pending,1672
8647,D,Flight,In Transit,1791
8648,F,Flight,Delivered,15023
8649,A,Ship,Delivered,2204
8650,B,Ship,In Transit,10666
8651,C,Ship,Pending,3279
8652,F,Ship,Returned,8931
8653,D,Ship,Returned,16272
8654,F,Ship,In Transit,12965
8655,A,Ship,In Transit,4801
8656,B,Ship,Pending,4505
8657,C,Ship,Delivered,10152
8658,F,Ship,Pending,3526
8659,D,Ship,Returned,8451
8660,F,Ship,Returned,6929
8661,A,Ship,In Transit,4057
8662,B,Ship,Pending,13243
8663,C,Ship,In Transit,8076
8664,F,Ship,In Transit,1812
8665,D,Ship,Pending,3102
8666,F,Ship,In Transit,3929
8667,A,Ship,Delivered,2277
8668,B,Ship,Delivered,1999
8669,C,Ship,In Transit,1740
8670,F,Ship,In Transit,18108
8671,D,Ship,Pending,12495
8672,F,Ship,Delivered,17792
8673,A,Ship,Delivered,10022
8674,B,Ship,Returned,877
8675,C,Ship,Returned,10704
8676,F,Ship,Returned,2293
8677,D,Ship,Delivered,2991
8678,F,Ship,Pending,8830
8679,A,Ship,In Transit,13163
8680,B,Ship,Pending,11150
8681,C,Ship,Returned,16489
8682,F,Ship,Pending,12973
8683,D,Ship,Returned,5416
8684,F,Ship,In Transit,17257
8685,A,Ship,Pending,18439
8686,B,Ship,In Transit,18810
8687,C,Ship,Pending,11596
8688,F,Ship,Pending,9525
8689,D,Ship,In Transit,17242
8690,F,Ship,Returned,12962
8691,A,Ship,Delivered,13607
8692,B,Ship,In Transit,14778
8693,C,Ship,Returned,9005
8694,F,Ship,Returned,6411
8695,D,Ship,Pending,586
8696,F,Ship,In Transit,11203
8697,A,Ship,Returned,13591
8698,B,Ship,Pending,19670
8699,C,Ship,In Transit,18060
8700,F,Ship,Pending,14169
8701,D,Ship,Delivered,13891
8702,F,Ship,In Transit,15488
8703,A,Ship,Delivered,18161
8704,B,Ship,Delivered,4399
8705,C,Ship,Pending,7089
8706,F,Ship,Delivered,17561
8707,D,Ship,In Transit,700
8708,F,Ship,Delivered,14974
8709,A,Ship,In Transit,2779
8710,B,Ship,Returned,10284
8711,C,Ship,Delivered,8233
8712,F,Ship,Pending,2923
8713,D,Ship,Pending,1852
8714,F,Ship,In Transit,2706
8715,A,Ship,Returned,14139
8716,B,Ship,Delivered,6705
8717,C,Ship,Returned,18160
8718,F,Ship,Pending,13905
8719,D,Ship,Delivered,12322
8720,F,Ship,In Transit,9531
8721,A,Ship,In Transit,9045
8722,B,Ship,Delivered,15599
8723,C,Ship,Pending,11186
8724,F,Ship,Delivered,14639
8725,D,Ship,Delivered,19793
